wordpiece,tokenized by BERTOverflow
shepherd,she ##ph ##erd
terrace,terrac ##e
governors,governor ##s
trailed,trail ##ed
crest,cre ##st
hatred,hat ##red
clare,clar ##e
ethiopia,eth ##iop ##ia
longtime,long ##time
thomson,thom ##son
morton,mort ##on
agnes,ag ##nes
screenwriter,screen ##writer
straightened,straighten ##ed
playwright,play ##wr ##ight
haunted,haunt ##ed
sutton,sut ##ton
licked,lic ##ked
tipped,tipp ##ed
silva,sil ##va
ricky,rick ##y
narrator,narr ##ator
supernatural,super ##na ##tu ##ral
lung,lun ##g
gaelic,gae ##lic
zoe,zo ##e
sabha,sab ##ha
driveway,drive ##way
reluctantly,reluctant ##ly
ira,ir ##a
raids,raid ##s
gentlemen,gentle ##men
leipzig,le ##ip ##zi ##g
dressing,dress ##ing
nods,nod ##s
yuan,yu ##an
rehabilitation,reh ##abil ##itation
miners,miner ##s
leicester,le ##ices ##ter
kerry,ker ##ry
ferguson,fer ##gu ##son
premiership,premier ##ship
bengali,beng ##ali
dana,dan ##a
shouting,shout ##ing
presidents,president ##s
baltic,bal ##tic
dances,dance ##s
sailors,sail ##ors
shirley,sh ##irl ##ey
dominic,domin ##ic
madonna,mad ##onn ##a
gymnasium,gymn ##asi ##um
ashes,ash ##es
liver,live ##r
toby,to ##by
providence,provide ##nce
doyle,do ##yle
evangelical,evan ##gel ##ical
nixon,nix ##on
cement,ce ##ment
carnegie,car ##ne ##gie
embarked,embark ##ed
crane,cran ##e
hammond,ham ##mond
percy,perc ##y
twelfth,twe ##lf ##th
regent,reg ##ent
doctoral,doctor ##al
damon,dam ##on
mikhail,mik ##hail
abortion,abort ##ion
mythology,myth ##ology
nottingham,not ##ting ##ham
minneapolis,min ##ne ##ap ##olis
algeria,alg ##er ##ia
nautical,na ##ut ##ical
statues,stat ##ues
alma,alm ##a
munster,mun ##ster
mack,mac ##k
crater,crate ##r
sanskrit,sans ##kr ##it
explosive,explos ##ive
dixon,di ##x ##on
kidnapped,kid ##nap ##ped
emigrated,em ##igr ##ated
pottery,potter ##y
1825,182 ##5
debris,deb ##ris
asylum,asy ##lu ##m
buddhism,budd ##his ##m
teddy,ted ##dy
gazette,gaze ##tt ##e
dental,dent ##al
fathers,father ##s
zimbabwe,zi ##mb ##ab ##we
francesco,frances ##co
hissed,his ##sed
lynch,lync ##h
humanities,human ##ities
mackenzie,mac ##ken ##zie
samantha,sam ##anth ##a
genera,gener ##a
wei,we ##i
riot,ri ##ot
carmen,carm ##en
slipping,slipp ##ing
abbot,abb ##ot
sidney,sid ##ney
rats,rat ##s
squadrons,squ ##ad ##ron ##s
commanders,commander ##s
conquered,conquer ##ed
vernon,vern ##on
auditorium,audit ##ori ##um
revelation,revel ##ation
herzegovina,her ##ze ##go ##vin ##a
protested,prote ##sted
herman,herm ##an
accredited,acc ##red ##ited
freeman,freem ##an
fiji,fi ##ji
crimson,cri ##ms ##on
livestock,lives ##toc ##k
humanitarian,human ##itar ##ian
grinning,gr ##inn ##ing
anxious,an ##xi ##ous
oriental,orient ##al
carnival,car ##ni ##val
bowed,bow ##ed
educator,educ ##ator
kosovo,kos ##ovo
macedonia,mac ##edo ##ni ##a
stephanie,stephan ##ie
janeiro,jane ##iro
nurses,nurse ##s
ranger,range ##r
sociology,soci ##ology
rica,ric ##a
neill,neil ##l
holocaust,holo ##ca ##ust
lust,lu ##st
1828,182 ##8
unveiled,un ##ve ##iled
1829,182 ##9
nsw,ns ##w
homer,home ##r
chapman,chap ##man
mae,ma ##e
reagan,rea ##gan
brooke,bro ##oke
prosecution,prose ##cut ##ion
petroleum,pet ##role ##um
trilogy,tri ##logy
johns,john ##s
corpse,corp ##se
lounge,lou ##ng ##e
pension,pens ##ion
aided,aid ##ed
ivory,iv ##ory
beatles,beat ##les
amelia,am ##eli ##a
cain,ca ##in
dubai,dub ##ai
immigrant,imm ##igr ##ant
babe,bab ##e
underwater,under ##water
mumbled,mu ##mb ##led
horns,horn ##s
ballad,ball ##ad
physicians,physician ##s
homeless,home ##less
gestured,gesture ##d
louisville,louis ##ville
patriots,pat ##rio ##ts
monarch,mon ##arch
generals,general ##s
organs,organ ##s
curling,curl ##ing
parishes,paris ##hes
deutsche,de ##utsch ##e
bavaria,ba ##vari ##a
coleman,cole ##man
cyclone,cycl ##one
petty,pet ##ty
hampton,ham ##pton
1824,182 ##4
rita,rit ##a
disputed,dispute ##d
marketed,market ##ed
trafficking,traffic ##king
webster,webs ##ter
bolivia,bol ##iv ##ia
clergy,cle ##rg ##y
isabel,isa ##bel
wears,wear ##s
reunited,re ##unit ##ed
tattoo,tat ##too
cowboys,cowboy ##s
augustus,august ##us
statute,stat ##ute
retreated,retre ##ated
balcony,bal ##con ##y
storey,store ##y
laughs,laugh ##s
santo,sant ##o
battlefield,battle ##field
ronnie,ron ##nie
lesbian,les ##bian
venus,ven ##us
sandstone,sand ##stone
gwen,gw ##en
wwe,ww ##e
toxic,tox ##ic
surgical,sur ##gi ##cal
economist,econom ##ist
varsity,vars ##ity
ella,ell ##a
countess,count ##ess
expressway,express ##way
1821,182 ##1
uruguay,ur ##ugu ##ay
talents,talent ##s
ryder,ry ##der
lucien,luc ##ien
syracuse,sy ##rac ##use
fangs,fan ##gs
gown,go ##wn
missionaries,mission ##aries
adviser,advise ##r
elliot,ell ##iot
nobility,nob ##ility
gardner,gard ##ner
persuaded,persuade ##d
organisms,organism ##s
emissions,emission ##s
kazakhstan,kaz ##akh ##sta ##n
amused,am ##used
constantinople,constant ##ino ##ple
guatemala,gu ##atem ##ala
erin,er ##in
carey,care ##y
highlands,highl ##ands
1810,181 ##0
wong,won ##g
kindergarten,kind ##erg ##arten
castro,cast ##ro
leigh,le ##igh
juvenile,ju ##ven ##ile
sailor,sail ##or
hyde,hyd ##e
clarence,clar ##ence
clayton,clay ##ton
apostolic,apos ##to ##lic
swinging,swing ##ing
cove,cov ##e
religions,religion ##s
dairy,dai ##ry
joyce,joy ##ce
bombay,bomb ##ay
chassis,cha ##ssi ##s
southampton,south ##amp ##ton
redesignated,redesign ##ated
nascar,nas ##car
salmon,sal ##mon
regained,regain ##ed
malaysian,mal ##ays ##ian
grim,gr ##im
publicity,public ##ity
constituted,constitute ##d
toilet,to ##ilet
striker,strike ##r
weakened,weak ##ened
itv,it ##v
scarlet,scar ##let
nodding,nod ##ding
fitzgerald,fit ##zg ##erald
narrowly,narrow ##ly
standings,standing ##s
chateau,chat ##ea ##u
gloves,glo ##ves
conservatory,conserv ##atory
sinclair,sinc ##la ##ir
sympathy,sympath ##y
nigerian,nig ##er ##ian
strode,stro ##de
chronic,chron ##ic
laurel,laur ##el
stella,ste ##lla
shi,sh ##i
levi,lev ##i
buddha,budd ##ha
villagers,village ##rs
chronicles,chronicle ##s
summoned,summon ##ed
eleventh,eleven ##th
jewelry,jewel ##ry
seas,sea ##s
lisbon,lis ##bon
patted,pat ##ted
1826,182 ##6
sacramento,sac ##rame ##nt ##o
madagascar,mad ##aga ##sc ##ar
subtropical,subt ##ropic ##al
disputes,dispute ##s
mare,mar ##e
cane,can ##e
newfoundland,new ##found ##land
benny,benn ##y
companions,companion ##s
roar,ro ##ar
charming,charm ##ing
plaque,pla ##que
tibetan,tib ##etan
fossils,fossil ##s
enacted,en ##acted
tina,tin ##a
tanzania,tan ##zan ##ia
deputies,dep ##ut ##ies
ufc,uf ##c
metals,metal ##s
anthem,anth ##em
nineteen,nine ##teen
duet,due ##t
disability,dis ##ability
eds,ed ##s
drainage,drain ##age
conservatives,conservative ##s
mammals,mammal ##s
knox,kno ##x
sidewalk,side ##walk
benson,ben ##son
princes,prince ##s
peterson,peters ##on
bedford,bed ##ford
sharks,shark ##s
alberto,albert ##o
archaeology,arch ##ae ##ology
lgbt,lg ##bt
davidson,david ##son
visions,vision ##s
leased,lease ##d
eighty,eight ##y
fernandez,fern ##andez
enthusiasm,enthusi ##asm
assassin,ass ##assin
sponsorship,sponsors ##hip
kingdoms,kingdom ##s
estonian,est ##oni ##an
laboratories,labor ##ator ##ies
celebrations,celebr ##ations
rowing,row ##ing
sadness,sad ##ness
magnificent,magnific ##ent
mound,moun ##d
mohammad,mo ##hammad
sanders,sand ##ers
betrayed,bet ##ray ##ed
bulls,bull ##s
appealed,appeal ##ed
sicily,sic ##ily
heel,he ##el
sweetheart,sweet ##heart
spacecraft,space ##craft
monarchy,mon ##archy
aberdeen,abe ##rd ##een
cameo,came ##o
diane,dia ##ne
clyde,cl ##yd ##e
clarinet,clar ##inet
chilean,chi ##lean
karnataka,kar ##na ##ta ##ka
1818,181 ##8
panties,pant ##ies
kiev,kie ##v
bella,bell ##a
telecommunications,telecom ##mu ##nic ##ations
lindsay,lind ##sa ##y
vatican,vat ##ican
stint,sti ##nt
bolton,bolt ##on
judy,jud ##y
wool,woo ##l
benedict,bene ##dict
plasma,pla ##sm ##a
europa,euro ##pa
filmmaker,film ##maker
swiftly,swift ##ly
financing,fin ##ancing
gideon,gid ##eon
avery,aver ##y
chemicals,chemical ##s
prominence,promin ##ence
immortal,imm ##ortal
institutional,institution ##al
wrists,wrist ##s
tribunal,tri ##bu ##nal
papal,papa ##l
vince,vin ##ce
brewery,brew ##ery
unemployment,une ##mp ##lo ##yme ##nt
boyd,boy ##d
prophet,prop ##het
1813,181 ##3
telugu,tel ##ugu
viscount,vis ##count
yacht,ya ##cht
hawaiian,hawaii ##an
baden,bad ##en
offshore,offs ##hor ##e
scots,scot ##s
encyclopedia,enc ##yclopedia
flank,fla ##nk
fingertips,finger ##tips
teachings,teaching ##s
roth,rot ##h
beaches,beach ##es
winters,winter ##s
teasing,tea ##sing
beverly,bever ##ly
gambling,gam ##bling
bonnie,bon ##nie
clement,cle ##ment
hermann,herm ##ann
ecological,eco ##logical
owed,owe ##d
byron,by ##ron
bats,bat ##s
screened,screen ##ed
unesco,unesc ##o
midland,midl ##and
affection,affect ##ion
chennai,chen ##na ##i
strained,strain ##ed
pleaded,ple ##aded
oclc,ocl ##c
angelo,angel ##o
gill,gil ##l
commentator,comment ##ator
gibraltar,gib ##ral ##tar
dissolution,diss ##olution
dedication,ded ##ication
saddle,sad ##dle
elvis,el ##vis
chaired,chair ##ed
niece,ni ##ece
advocacy,advoc ##acy
robbie,rob ##bie
criminals,criminal ##s
suffolk,suff ##olk
yugoslav,yu ##go ##sl ##av
constable,const ##able
congressman,congr ##ess ##man
hastings,hast ##ings
vera,ver ##a
consecrated,conse ##cr ##ated
ecclesiastical,ecc ##les ##ias ##tic ##al
muller,mul ##ler
nora,nor ##a
1822,182 ##2
paved,pav ##ed
1827,182 ##7
cumberland,cum ##ber ##land
feminine,fem ##inin ##e
champagne,champ ##agne
celebrities,celebr ##ities
helsinki,hel ##sink ##i
lucia,luc ##ia
gandhi,gan ##dh ##i
vicar,vic ##ar
tasmania,tasm ##ani ##a
detention,dete ##ntion
terrestrial,terr ##estr ##ial
matthews,matthew ##s
parody,par ##ody
philharmonic,phil ##har ##mon ##ic
1816,181 ##6
strangers,stranger ##s
tortured,tort ##ured
theaters,theater ##s
armour,arm ##our
emeritus,emer ##it ##us
handball,hand ##ball
carr,car ##r
1793,179 ##3
ucla,ucl ##a
romeo,rome ##o
metallic,metal ##lic
commissioners,commission ##ers
helicopters,helic ##opter ##s
partnered,partner ##ed
spectators,spect ##ators
teresa,ter ##esa
1801,180 ##1
dalton,dal ##ton
irving,irvin ##g
photographic,photograph ##ic
patterson,patters ##on
latvia,lat ##via
ecole,eco ##le
maharashtra,mah ##ara ##sh ##tra
irrigation,irr ##igation
chartered,charter ##ed
choked,choke ##d
antoine,anto ##ine
demolition,demo ##li ##tion
classrooms,classroom ##s
valleys,val ##leys
cubs,cub ##s
bryant,bryan ##t
prosecutor,prose ##cut ##or
atmospheric,atm ##osph ##eric
lorenzo,loren ##zo
aisle,ais ##le
emi,em ##i
rockets,rocket ##s
riverside,rivers ##ide
wartime,war ##time
painters,painter ##s
adolf,ado ##lf
melted,melt ##ed
hawks,haw ##ks
regina,regi ##na
russians,russian ##s
tram,tra ##m
1806,180 ##6
1823,182 ##3
garion,gar ##ion
mister,mist ##er
diaz,dia ##z
1817,181 ##7
nervously,nervous ##ly
defenders,defender ##s
shiva,shiv ##a
disbelief,dis ##bel ##ief
worcester,wor ##cest ##er
undertook,undert ##ook
islander,island ##er
belarus,bel ##arus
1819,181 ##9
klein,kle ##in
moaned,mo ##ane ##d
memoir,memo ##ir
witches,witch ##es
charted,chart ##ed
rey,re ##y
hut,hu ##t
freshwater,fresh ##water
giuseppe,gi ##use ##ppe
reyes,re ##yes
qatar,qa ##tar
marty,mart ##y
sexually,sex ##ually
jude,jud ##e
prayers,pray ##ers
mccarthy,mcc ##arth ##y
softball,soft ##ball
erupted,er ##upt ##ed
lebanese,le ##ban ##ese
negro,neg ##ro
revenues,revenue ##s
tasted,taste ##d
teamed,team ##ed
maori,ma ##ori
sovereignty,sov ##ere ##ign ##ty
parkway,park ##way
trauma,tra ##uma
malay,mal ##ay
advancement,advance ##ment
salvation,salv ##ation
antarctica,ant ##arc ##tic ##a
mohammed,mo ##ham ##med
myanmar,my ##anm ##ar
holt,hol ##t
submarines,subm ##arin ##es
patriarch,pat ##ria ##rc ##h
bangkok,bang ##ko ##k
emerson,emer ##son
predators,pred ##ators
afghan,af ##ghan
confession,confess ##ion
norwich,nor ##wich
rca,rc ##a
storms,storm ##s
aidan,aid ##an
autonomy,autonom ##y
dudley,du ##dle ##y
atp,at ##p
1803,180 ##3
christina,christ ##ina
archdiocese,arch ##di ##oc ##ese
innocence,innoc ##ence
reef,ree ##f
gus,gu ##s
leans,lean ##s
bergen,ber ##gen
wages,wage ##s
breasts,bre ##asts
scholarly,scholar ##ly
alison,ali ##son
brittany,brit ##ta ##ny
willis,will ##is
pike,pik ##e
picnic,pic ##nic
commercials,commercial ##s
villain,vill ##ain
skiing,ski ##ing
costumes,costume ##s
auburn,au ##burn
executives,executive ##s
barrett,bar ##rett
exclaimed,excl ##aim ##ed
eurovision,euro ##vision
ramon,ram ##on
disgust,disgu ##st
aviv,avi ##v
dusty,dust ##y
donovan,don ##ova ##n
outskirts,outs ##ki ##rt ##s
acids,acid ##s
cadet,cad ##et
marriages,marriage ##s
slovak,slo ##va ##k
admired,adm ##ired
1880s,188 ##0s
leopold,leo ##pol ##d
weston,west ##on
megan,mega ##n
horace,hor ##ace
dorsal,dor ##sal
deity,de ##ity
lethal,let ##hal
levy,lev ##y
deserted,desert ##ed
institutes,institute ##s
posthumously,post ##hu ##mous ##ly
telescope,tele ##scope
coronation,corona ##tion
rapids,rapid ##s
flicked,flick ##ed
volcano,vol ##can ##o
tanner,tan ##ner
crowds,crowd ##s
frankie,frank ##ie
gifted,gift ##ed
granddaughter,grand ##da ##ught ##er
constantine,constant ##ine
gomez,go ##me ##z
landscapes,landscape ##s
rudolf,rud ##olf
anthropology,anth ##rop ##ology
werewolf,were ##wolf
astronomy,astronom ##y
rouge,rou ##ge
sack,sac ##k
knelt,kn ##elt
drowned,drown ##ed
naomi,na ##omi
prolific,prolif ##ic
agony,ago ##ny
randall,rand ##all
twisting,twist ##ing
wendy,wen ##dy
wheeler,wheel ##er
batted,batt ##ed
nigel,nig ##el
czechoslovakia,czech ##os ##lov ##aki ##a
sandra,sand ##ra
roma,rom ##a
lambert,lamb ##ert
sheikh,she ##ik ##h
winchester,win ##chest ##er
cries,cri ##es
tomatoes,tomato ##es
barker,bark ##er
irene,ir ##ene
lantern,lan ##tern
personalities,personal ##ities
swore,sw ##ore
1809,180 ##9
omaha,om ##aha
brotherhood,brother ##hood
haiti,hai ##ti
exeter,exe ##ter
steele,steel ##e
surveyed,survey ##ed
elisabeth,eli ##sa ##bet ##h
fritz,fri ##tz
calmly,calm ##ly
viking,vik ##ing
tug,tu ##g
distress,dist ##ress
turks,turk ##s
cambodia,camb ##odi ##a
evelyn,eve ##lyn
quarry,qu ##arry
teenagers,tee ##na ##gers
panthers,pant ##her ##s
scenic,scen ##ic
libya,lib ##ya
anita,ani ##ta
inscriptions,ins ##cription ##s
lace,lac ##e
sued,sue ##d
judith,jud ##ith
riots,ri ##ots
preparations,preparation ##s
challenger,challenge ##r
breaths,breath ##s
schmidt,sch ##midt
josef,jose ##f
newark,new ##ark
mum,mu ##m
commodore,comm ##odo ##re
titular,tit ##ular
ceremonial,cer ##emon ##ial
celebrating,celebr ##ating
eighteenth,eight ##een ##th
cao,ca ##o
lima,lim ##a
medalist,medal ##ist
snakes,snake ##s
zagreb,zag ##re ##b
barton,bart ##on
doubted,doubt ##ed
cooled,cool ##ed
georgetown,george ##town
dresden,dre ##sd ##en
wyatt,wy ##att
jacobs,jacob ##s
carlton,carl ##ton
madras,mad ##ras
inning,inn ##ing
malayalam,mal ##ayalam
begged,begg ##ed
osaka,os ##aka
groan,gro ##an
communists,commun ##ists
peaking,peak ##ing
necklace,neck ##lace
montenegro,monte ##ne ##gro
saxony,saxon ##y
glances,glance ##s
stuttgart,stu ##tt ##gar ##t
sympathetic,sympath ##etic
randolph,rand ##olph
jupiter,ju ##pite ##r
1798,179 ##8
macedonian,mac ##edo ##ni ##an
hiking,hi ##king
1808,180 ##8
fischer,fis ##cher
papua,pap ##ua
attractions,attraction ##s
italia,ital ##ia
motioned,motion ##ed
grandma,grand ##ma
garnered,gar ##ner ##ed
jacksonville,jackson ##ville
aluminum,alu ##min ##um
traders,trader ##s
synagogue,syn ##ago ##gu ##e
fiona,fi ##ona
teased,tea ##sed
soaked,soa ##ked
jubilee,ju ##bile ##e
decisive,dec ##isive
mercer,merc ##er
valencia,vale ##nc ##ia
hale,hal ##e
kuwait,ku ##wait
1811,181 ##1
tavern,ta ##vern
airways,air ##ways
vocational,voc ##ational
torres,tor ##res
folklore,folk ##lor ##e
canberra,can ##ber ##ra
beams,beam ##s
confrontation,confront ##ation
forestry,forest ##ry
motorway,motor ##way
coffin,coff ##in
stalin,sta ##lin
1805,180 ##5
escorted,esc ##orted
sitcom,sit ##com
twilight,twi ##light
veronica,ver ##onica
tensions,tension ##s
1804,180 ##4
refugee,ref ##uge ##e
cultivation,cult ##ivation
christie,christ ##ie
clary,clar ##y
crept,cre ##pt
crescent,cre ##sc ##ent
whale,wh ##ale
nazis,naz ##is
dwelling,dwell ##ing
hauled,ha ##uled
toledo,tol ##edo
theatres,the ##atre ##s
tessa,tess ##a
cerambycidae,cer ##amb ##yc ##ida ##e
kara,kar ##a
greeks,greek ##s
mozart,moz ##art
cocked,cock ##ed
shire,sh ##ire
inmates,in ##mates
councillors,coun ##cil ##lor ##s
loaned,loan ##ed
peasants,pe ##asant ##s
botanical,bot ##anic ##al
daniels,daniel ##s
formations,formation ##s
1794,179 ##4
pioneers,pion ##eer ##s
wheelchair,wheel ##chair
1807,180 ##7
liquor,liqu ##or
trustee,trust ##ee
forewings,fore ##wing ##s
kilometre,kil ##omet ##re
camping,camp ##ing
hassan,hass ##an
carrie,car ##rie
vanessa,van ##ess ##a
knives,kn ##ives
flowed,flow ##ed
eliza,eli ##za
cultivated,cult ##ivate ##d
commissions,commission ##s
browns,brown ##s
destroyers,destroy ##ers
sheridan,sher ##ida ##n
meadow,me ##adow
minerals,miner ##als
memoirs,memo ##irs
ventures,venture ##s
baha,bah ##a
seymour,se ##ymo ##ur
archie,arch ##ie
midlands,midl ##ands
edith,edit ##h
flynn,fly ##nn
stabbed,stab ##bed
camden,cam ##den
mollusk,mol ##lus ##k
yoga,yog ##a
shiver,shiv ##er
pioneering,pion ##eer ##ing
tunes,tune ##s
qing,qi ##ng
warwick,war ##wick
melanie,mel ##ani ##e
giles,gil ##es
wandered,wander ##ed
annexed,annex ##ed
normandy,norm ##andy
stoke,sto ##ke
whistle,whist ##le
chased,chase ##d
shores,shore ##s
fortified,fort ##ified
mascot,mas ##cot
constituencies,constitu ##encies
columnist,column ##ist
tibet,tib ##et
tapes,tape ##s
hansen,hans ##en
kashmir,ka ##sh ##mi ##r
cliffs,cliff ##s
resisted,resist ##ed
protesters,prote ##sters
mattress,matt ##ress
defenses,defense ##s
devotion,dev ##otion
liberals,liberal ##s
weber,web ##er
mortality,mort ##ality
apprentice,appre ##nt ##ice
howe,how ##e
swimmer,swim ##mer
barber,bar ##ber
leone,leon ##e
sodium,sod ##ium
gloucester,glo ##uces ##ter
dignity,dig ##nit ##y
erie,er ##ie
elders,el ##ders
evacuated,eva ##cu ##ated
sylvia,sy ##lv ##ia
hartford,hart ##ford
millimetres,milli ##met ##res
dodgers,dodge ##rs
albion,alb ##ion
1790,179 ##0
aerospace,aero ##space
oaks,oak ##s
1795,179 ##5
nolan,nol ##an
ashe,ash ##e
geology,geol ##og ##y
farewell,fare ##well
swollen,sw ##olle ##n
shrug,shr ##ug
marquis,mar ##quis
wimbledon,wim ##bled ##on
rue,ru ##e
1792,179 ##2
commemorate,comm ##emo ##rate
calcutta,calc ##utta
murderer,murder ##er
fisheries,fisher ##ies
gustav,gust ##av
hesitation,hes ##itation
memorable,memor ##able
tunisia,tun ##isi ##a
consort,cons ##ort
aye,ay ##e
hostage,host ##age
banker,bank ##er
addiction,addict ##ion
trout,tro ##ut
conscience,consc ##ience
rams,ram ##s
sands,sand ##s
passionate,passion ##ate
amid,ami ##d
higgins,hig ##gins
vikings,vik ##ings
payne,pay ##ne
muscular,mus ##cular
